Employee ID,FullName,Gender,Age,HireDate,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,AnnualSalary,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating
E02983,Nora Richardson,Female,53,1/8/1999,Life Sciences,Married,Sales,Sales Executive,Non-Travel,173624,2,2,4,39,2,2,4,3,No,18,4,13,0,3,8,7,7,5,No,3
E02984,Alexander Sanchez,Male,34,11/6/2018,Technical Degree,Single,Development,Developer,Travel_Rarely,80772,2,1,4,84,2,2,1,4,No,13,4,9,5,3,6,2,0,4,No,3
E02985,Logan Rahman,Male,39,7/27/2008,Technical Degree,Married,Sales,Manager,Travel_Rarely,126350,2,3,3,75,1,4,2,3,Yes,12,2,28,2,2,7,7,7,7,No,3
E02986,Henry Rogers,Male,25,5/5/2021,Life Sciences,Single,Development,Developer,Travel_Rarely,72693,2,4,1,79,3,1,3,2,No,11,3,5,5,1,0,0,0,0,Yes,3
E02987,Delilah Cheng,Female,45,3/15/2015,Medical,Married,Sales,Sales Executive,Travel_Rarely,92820,2,3,1,78,2,2,2,2,No,19,2,10,2,3,0,0,0,0,No,3
E02988,Caroline Rodriguez,Female,61,4/17/1997,Medical,Married,Data Science,Data Scientist,Travel_Rarely,135561,23,3,2,64,2,2,4,0,No,21,2,10,2,3,9,0,7,8,No,4
E02989,Jack Chin,Male,44,8/24/2007,Life Sciences,Divorced,Development,Developer,Non-Travel,121788,5,2,2,85,4,2,1,1,No,12,4,6,2,3,6,3,1,5,No,3
E02990,Luna Collins,Female,59,11/19/1993,Medical,Married,Development,Technical Lead,Travel_Rarely,92216,20,2,3,79,3,4,4,0,Yes,14,2,21,2,3,20,7,4,10,No,3
E02991,John Campos,Male,34,2/25/2021,Medical,Single,Development,Developer,Travel_Rarely,104586,1,3,4,81,3,5,1,0,Yes,14,3,37,2,3,36,10,4,13,No,3
E02992,Charlotte Banks,Female,45,12/23/2002,Medical,Married,Development,Technical Lead,Travel_Rarely,70439,9,3,4,94,3,1,4,1,No,23,4,5,3,2,5,2,0,4,No,4
E02993,Miles Liu,Male,35,5/25/2021,Medical,Married,Sales,Sales Executive,Travel_Rarely,52232,6,4,3,98,3,2,4,4,No,14,2,7,5,4,5,4,0,1,No,4
E02994,Violet Duong,Female,42,9/22/2014,Medical,Single,Development,Developer,Travel_Rarely,226646,3,2,4,100,2,1,3,1,No,17,1,3,4,4,3,2,1,0,No,4
E02995,Isaac Xiong,Male,38,10/28/2012,Medical,Divorced,Development,Developer,Non-Travel,152253,1,4,1,80,3,3,4,2,Yes,18,1,15,2,3,5,2,0,2,No,3
E02996,Ian Le,Male,46,8/28/2007,Life Sciences,Divorced,Development,Technical Lead,Travel_Rarely,195471,22,3,2,71,4,3,2,7,No,18,2,10,6,2,7,7,6,2,No,3
E02997,Melody Delgado,Female,48,11/28/2012,Medical,Divorced,Sales,Sales Executive,Travel_Rarely,71632,7,2,1,44,4,2,1,1,Yes,24,3,8,3,3,8,0,7,7,No,4
E02998,Eliza Bui,Female,63,6/13/2010,Life Sciences,Divorced,Data Science,Data Scientist,Travel_Frequently,45337,1,3,3,84,3,2,2,1,No,20,1,6,6,1,6,5,1,4,No,3
E02999,Layla Wu,Female,31,8/27/2018,Life Sciences,Divorced,Development,Developer,Travel_Rarely,89573,4,1,1,96,3,5,2,3,No,14,1,28,4,2,10,4,1,6,No,2
E03000,Thomas Lam,Male,52,11/18/2022,Medical,Married,Development,Technical Lead,Travel_Rarely,75775,3,4,3,45,3,4,3,3,Yes,16,4,21,5,2,5,3,1,3,No,3
E03001,Willow Taylor,Female,27,2/8/2021,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,51321,1,1,2,99,3,2,3,1,No,25,3,20,3,3,20,16,11,6,No,2
